Raw file name,Experiment series ,Peptide source,Proteome,Quantification,Offline fractionation,Offline fraction
3542_BE2_041564_S00_U12_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,12
3542_BD2_041564_S00_U13_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,13
3542_BC2_041564_S00_U14_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,14
3542_BB2_041564_S00_U15_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,15
3542_BA2_041564_S00_U16_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,16
3542_BA3_041564_S00_U17_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,17
3542_BB3_041564_S00_U18_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,18
3542_BC3_041564_S00_U19_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,19
3542_BD3_041564_S00_U20_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,20
3542_BE3_041564_S00_U21_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,21
3542_BF3_041564_S00_U22_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,22
3542_BG3_041564_S00_U23_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,23
3542_BH3_041564_S00_U24_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,24
3542_BH4_041564_S00_U25_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,25
3542_BG4_041564_S00_U26_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,26
3542_BF4_041564_S00_U27_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,27
3542_BE4_041564_S00_U28_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,28
3542_BD4_041564_S00_U29_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,29
3542_BC4_041564_S00_U30_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,30
3542_BB4_041564_S00_U31_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,31
3542_BA4_041564_S00_U32_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,32
3542_BA5_041564_S00_U33_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,33
3542_BB5_041564_S00_U34_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,34
3542_BC5_041564_S00_U35_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,35
3542_BD5_041564_S00_U36_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,36
3542_BE5_041564_S00_U37_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,37
3542_BF5_041564_S00_U38_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,38
3542_BG5_041564_S00_U39_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,39
3542_BH5_041564_S00_U40_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,40
3542_BH6_041564_S00_U41_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,41
3542_BG6_041564_S00_U42_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,42
3542_BF6_041564_S00_U43_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,43
3542_BE6_041564_S00_U44_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,44
3542_BD6_041564_S00_U45_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,45
3542_BC6_041564_S00_U46_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,46
3542_BB6_041564_S00_U47_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,47
3542_BA6_041564_S00_U48_R1,Seed cycloheximide/MG132 chase,DMSO_2,Full proteome,MS1,bRP,48
3543_BA1_041565_S00_U1_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,1
3543_BB1_041565_S00_U2_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,2
3543_BC1_041565_S00_U3_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,3
3543_BD1_041565_S00_U4_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,4
3543_BE1_041565_S00_U5_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,5
3543_BF1_041565_S00_U6_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,6
3543_BG1_041565_S00_U7_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,7
3543_BH1_041565_S00_U8_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,8
3543_BH2_041565_S00_U9_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,9
3543_BG2_041565_S00_U10_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,10
3543_BF2_041565_S00_U11_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,11
3543_BE2_041565_S00_U12_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,12
3543_BD2_041565_S00_U13_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,13
3543_BC2_041565_S00_U14_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,14
3543_BB2_041565_S00_U15_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,15
3543_BA2_041565_S00_U16_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,16
3543_BA3_041565_S00_U17_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,17
3543_BB3_041565_S00_U18_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,18
3543_BC3_041565_S00_U19_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,19
3543_BD3_041565_S00_U20_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,20
3543_BE3_041565_S00_U21_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,21
3543_BF3_041565_S00_U22_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,22
3543_BG3_041565_S00_U23_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,23
3543_BH3_041565_S00_U24_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,24
3543_BH4_041565_S00_U25_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,25
3543_BG4_041565_S00_U26_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,26
3543_BF4_041565_S00_U27_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,27
3543_BE4_041565_S00_U28_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,28
3543_BD4_041565_S00_U29_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,29
3543_BC4_041565_S00_U30_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,30
3543_BB4_041565_S00_U31_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,31
3543_BA4_041565_S00_U32_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,32
3543_BA5_041565_S00_U33_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,33
3543_BB5_041565_S00_U34_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,34
3543_BC5_041565_S00_U35_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,35
3543_BD5_041565_S00_U36_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,36
3543_BE5_041565_S00_U37_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,37
3543_BF5_041565_S00_U38_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,38
3543_BG5_041565_S00_U39_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,39
3543_BH5_041565_S00_U40_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,40
3543_BH6_041565_S00_U41_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,41
3543_BG6_041565_S00_U42_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,42
3543_BF6_041565_S00_U43_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,43
3543_BE6_041565_S00_U44_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,44
3543_BD6_041565_S00_U45_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,45
3543_BC6_041565_S00_U46_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,46
3543_BB6_041565_S00_U47_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,47
3543_BA6_041565_S00_U48_R1,Seed cycloheximide/MG132 chase,CHX_2,Full proteome,MS1,bRP,48
3544_GA1_041566_S00_U1_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,1
3544_GB1_041566_S00_U2_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,2
3544_GC1_041566_S00_U3_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,3
3544_GD1_041566_S00_U4_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,4
3544_GE1_041566_S00_U5_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,5
3544_GF1_041566_S00_U6_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,6
3544_GG1_041566_S00_U7_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,7
3544_GH1_041566_S00_U8_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,8
3544_GH2_041566_S00_U9_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,9
3544_GG2_041566_S00_U10_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,10
3544_GF2_041566_S00_U11_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,11
3544_GE2_041566_S00_U12_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,12
3544_GD2_041566_S00_U13_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,13
3544_GC2_041566_S00_U14_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,14
3544_GB2_041566_S00_U15_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,15
3544_GA2_041566_S00_U16_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,16
3544_GA3_041566_S00_U17_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,17
3544_GB3_041566_S00_U18_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,18
3544_GC3_041566_S00_U19_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,19
3544_GD3_041566_S00_U20_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,20
3544_GE3_041566_S00_U21_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,21
3544_GF3_041566_S00_U22_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,22
3544_GG3_041566_S00_U23_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,23
3544_GH3_041566_S00_U24_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,24
3544_GH4_041566_S00_U25_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,25
3544_GG4_041566_S00_U26_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,26
3544_GF4_041566_S00_U27_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,27
3544_GE4_041566_S00_U28_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,28
3544_GD4_041566_S00_U29_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,29
3544_GC4_041566_S00_U30_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,30
3544_GB4_041566_S00_U31_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,31
3544_GA4_041566_S00_U32_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,32
3544_GA5_041566_S00_U33_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,33
3544_GB5_041566_S00_U34_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,34
3544_GC5_041566_S00_U35_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,35
3544_GD5_041566_S00_U36_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,36
3544_GE5_041566_S00_U37_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,37
3544_GF5_041566_S00_U38_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,38
3544_GG5_041566_S00_U39_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,39
3544_GH5_041566_S00_U40_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,40
3544_GH6_041566_S00_U41_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,41
3544_GG6_041566_S00_U42_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,42
3544_GF6_041566_S00_U43_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,43
3544_GE6_041566_S00_U44_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,44
3544_GD6_041566_S00_U45_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,45
3544_GC6_041566_S00_U46_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,46
3544_GB6_041566_S00_U47_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,47
3544_GA6_041566_S00_U48_R1,Seed cycloheximide/MG132 chase,CHX_1,Full proteome,MS1,bRP,48
3545_BA1_041567_S00_U1_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,1
3545_BB1_041567_S00_U2_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,2
3545_BC1_041567_S00_U3_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,3
3545_BD1_041567_S00_U4_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,4
3545_BE1_041567_S00_U5_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,5
3545_BF1_041567_S00_U6_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,6
3545_BG1_041567_S00_U7_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,7
3545_BH1_041567_S00_U8_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,8
3545_BH2_041567_S00_U9_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,9
3545_BG2_041567_S00_U10_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,10
3545_BF2_041567_S00_U11_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,11
3545_BE2_041567_S00_U12_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,12
3545_BD2_041567_S00_U13_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,13
3545_BC2_041567_S00_U14_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,14
3545_BB2_041567_S00_U15_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,15
3545_BA2_041567_S00_U16_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,16
3545_BA3_041567_S00_U17_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,17
3545_BB3_041567_S00_U18_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,18
3545_BC3_041567_S00_U19_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,19
3545_BD3_041567_S00_U20_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,20
3545_BE3_041567_S00_U21_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,21
3545_BF3_041567_S00_U22_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,22
3545_BG3_041567_S00_U23_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,23
3545_BH3_041567_S00_U24_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,24
3545_BH4_041567_S00_U25_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,25
3545_BG4_041567_S00_U26_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,26
3545_BF4_041567_S00_U27_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,27
3545_BE4_041567_S00_U28_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,28
3545_BD4_041567_S00_U29_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,29
3545_BC4_041567_S00_U30_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,30
3545_BB4_041567_S00_U31_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,31
3545_BA4_041567_S00_U32_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,32
3545_BA5_041567_S00_U33_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,33
3545_BB5_041567_S00_U34_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,34
3545_BC5_041567_S00_U35_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,35
3545_BD5_041567_S00_U36_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,36
3545_BE5_041567_S00_U37_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,37
3545_BF5_041567_S00_U38_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,38
3545_BG5_041567_S00_U39_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,39
3545_BH5_041567_S00_U40_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,40
3545_BH6_041567_S00_U41_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,41
3545_BG6_041567_S00_U42_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,42
3545_BF6_041567_S00_U43_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,43
3545_BE6_041567_S00_U44_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,44
3545_BD6_041567_S00_U45_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,45
3545_BC6_041567_S00_U46_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,46
3545_BB6_041567_S00_U47_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,47
3545_BA6_041567_S00_U48_R1,Seed cycloheximide/MG132 chase,CHX_3,Full proteome,MS1,bRP,48
3546_GA1_041568_S00_U1_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,1
3546_GB1_041568_S00_U2_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,2
3546_GC1_041568_S00_U3_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,3
3546_GD1_041568_S00_U4_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,4
3546_GE1_041568_S00_U5_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,5
3546_GF1_041568_S00_U6_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,6
3546_GG1_041568_S00_U7_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,7
3546_GH1_041568_S00_U8_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,8
3546_GH2_041568_S00_U9_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,9
3546_GG2_041568_S00_U10_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,10
3546_GF2_041568_S00_U11_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,11
3546_GE2_041568_S00_U12_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,12
3546_GD2_041568_S00_U13_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,13
3546_GC2_041568_S00_U14_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,14
3546_GB2_041568_S00_U15_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,15
3546_GA2_041568_S00_U16_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,16
3546_GA3_041568_S00_U17_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,17
3546_GB3_041568_S00_U18_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,18
3546_GC3_041568_S00_U19_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,19
3546_GD3_041568_S00_U20_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,20
3546_GE3_041568_S00_U21_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,21
3546_GF3_041568_S00_U22_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,22
3546_GG3_041568_S00_U23_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,23
3546_GH3_041568_S00_U24_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,24
3546_GH4_041568_S00_U25_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,25
3546_GG4_041568_S00_U26_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,26
3546_GF4_041568_S00_U27_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,27
3546_GE4_041568_S00_U28_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,28
3546_GD4_041568_S00_U29_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,29
3546_GC4_041568_S00_U30_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,30
3546_GB4_041568_S00_U31_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,31
3546_GA4_041568_S00_U32_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,32
3546_GA5_041568_S00_U33_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,33
3546_GB5_041568_S00_U34_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,34
3546_GC5_041568_S00_U35_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,35
3546_GD5_041568_S00_U36_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,36
3546_GE5_041568_S00_U37_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,37
3546_GF5_041568_S00_U38_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,38
3546_GG5_041568_S00_U39_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,39
3546_GH5_041568_S00_U40_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,40
3546_GH6_041568_S00_U41_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,41
3546_GG6_041568_S00_U42_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,42
3546_GF6_041568_S00_U43_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,43
3546_GE6_041568_S00_U44_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,44
3546_GD6_041568_S00_U45_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,45
3546_GC6_041568_S00_U46_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,46
3546_GB6_041568_S00_U47_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,47
3546_GA6_041568_S00_U48_R1,Seed cycloheximide/MG132 chase,MG_2,Full proteome,MS1,bRP,48
3547_GA1_041569_S00_U1_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,1
3547_GB1_041569_S00_U2_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,2
3547_GC1_041569_S00_U3_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,3
3547_GD1_041569_S00_U4_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,4
3547_GE1_041569_S00_U5_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,5
3547_GF1_041569_S00_U6_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,6
3547_GG1_041569_S00_U7_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,7
3547_GH1_041569_S00_U8_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,8
3547_GH2_041569_S00_U9_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,9
3547_GG2_041569_S00_U10_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,10
3547_GF2_041569_S00_U11_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,11
3547_GE2_041569_S00_U12_R1,Seed cycloheximide/MG132 chase,MG_3,Full proteome,MS1,bRP,12
